Date,Open,High,Low,Close,Adj Close,Volume
1/3/1983,22.645794,23.183556,22.10803,22.227533,7.400015,3182350
1/4/1983,22.466539,22.854923,22.078156,22.854923,7.608884,3828778
1/5/1983,22.914675,23.123804,22.705545,22.944551,7.638726,3978566
1/6/1983,23.183556,23.542065,22.825048,23.332935,7.768023,4285253
1/7/1983,23.303059,23.51219,23.064054,23.093929,7.688452,4437550
1/10/1983,23.332935,23.721319,22.944551,23.422562,7.797865,4661813
1/11/1983,23.36281,23.51219,23.183556,23.422562,7.797865,3560166
1/12/1983,23.691444,23.930449,23.422562,23.452438,7.807806,6384366
1/13/1983,23.601816,23.721319,23.452438,23.571941,7.847595,3075240
1/14/1983,23.721319,23.870699,23.542065,23.691444,7.887381,3656816
1/17/1983,23.900574,24.079828,23.721319,23.721319,7.897332,4789425
1/18/1983,23.781071,23.990202,23.542065,23.810946,7.927164,4246760
1/19/1983,23.571941,23.960325,23.183556,23.542065,7.837657,4053041
1/20/1983,23.36281,23.601816,23.123804,23.392687,7.787922,2626715
1/21/1983,22.884798,23.303059,22.466539,22.615917,7.529315,7468858
1/24/1983,22.287285,22.496414,22.048279,22.436663,7.469632,6181860
1/25/1983,22.795172,23.004301,22.556166,22.944551,7.638726,4742982
1/26/1983,22.825048,22.974426,22.675669,22.73542,7.569099,3525020
1/27/1983,23.153681,23.422562,22.884798,23.332935,7.768023,3316238
1/28/1983,23.392687,23.542065,23.213432,23.273184,7.748131,2651819
1/31/1983,23.392687,23.631693,23.123804,23.631693,7.867493,2402453
2/1/1983,23.452438,23.721319,23.183556,23.183556,7.718293,2762277
2/2/1983,23.004301,23.243307,22.765297,22.944551,7.638726,4694030
2/3/1983,22.854923,22.944551,22.73542,22.825048,7.66763,3415818
2/4/1983,23.064054,23.303059,22.795172,23.273184,7.818171,3493640
2/7/1983,23.303059,23.51219,23.093929,23.213432,7.7981,2357266
2/8/1983,23.004301,23.273184,22.705545,22.73542,7.63752,2692404
2/9/1983,22.645794,22.825048,22.436663,22.586042,7.58734,3818737
2/10/1983,22.944551,23.153681,22.73542,23.034178,7.737881,3226701
2/11/1983,23.153681,23.36281,22.944551,23.034178,7.737881,3309544
2/14/1983,23.482313,23.781071,23.183556,23.661568,7.948638,4791098
2/15/1983,23.810946,24.020077,23.601816,23.631693,7.938608,5660115
2/16/1983,23.721319,23.960325,23.482313,23.51219,7.89846,3931286
2/17/1983,23.422562,23.661568,23.183556,23.51219,7.89846,4673110
2/18/1983,23.631693,23.781071,23.482313,23.571941,7.918532,2809556
2/22/1983,23.482313,23.781071,23.183556,23.213432,7.7981,3122938
2/23/1983,23.422562,23.601816,23.213432,23.601816,7.928573,2676086
