Date,Open,High,Low,Close,Adj Close,Volume
11/30/1962,5.111536,5.121096,5.063735,5.079669,1.064266,1365030
12/3/1962,5.028681,5.028681,4.974506,4.99044,1.04557,1349340
12/4/1962,5.003187,5.109943,5.003187,5.101976,1.068939,1843575
12/5/1962,5.101976,5.175271,5.082855,5.082855,1.064933,2243670
12/6/1962,5.082855,5.14659,5.073295,5.079669,1.064266,1451325
12/7/1962,5.079669,5.133843,5.066922,5.066922,1.061594,1168905
12/10/1962,5.066922,5.108349,4.958572,4.958572,1.038893,1545465
12/11/1962,4.958572,5.003187,4.923518,4.939452,1.034888,1184595
12/12/1962,4.964946,5.028681,4.964946,5.01912,1.051579,808035
12/13/1962,5.01912,5.044614,4.939452,4.945825,1.036223,1176750
12/14/1962,4.945825,4.98088,4.913958,4.964946,1.040229,1043385
12/17/1962,4.964946,4.996813,4.894837,4.907584,1.028211,949245
12/18/1962,4.907584,4.949012,4.86297,4.87253,1.020867,917865
12/19/1962,4.87253,5.003187,4.87253,4.998407,1.047241,1012005
12/20/1962,4.998407,5.060548,4.998407,4.998407,1.047241,1333650
12/21/1962,4.998407,5.015934,4.910771,4.910771,1.028879,941400
12/24/1962,4.944232,5.022307,4.944232,5.022307,1.052247,713895
12/26/1962,5.022307,5.060548,5,5.01912,1.051579,760965
12/27/1962,5.01912,5.044614,4.964946,4.984066,1.044235,823725
12/28/1962,4.984066,5.00956,4.977693,5.003187,1.048242,611910
12/31/1962,5.003187,5.031867,4.964946,4.971319,1.041564,1098300
1/2/1963,4.971319,4.971319,4.898024,4.904398,1.027543,2502555
1/3/1963,4.913958,5.054175,4.913958,5.054175,1.058924,1176750
1/4/1963,5.060548,5.108349,5.060548,5.060548,1.060259,1608225
1/7/1963,5.060548,5.108349,5.00956,5.01912,1.051579,925710
1/8/1963,5.060548,5.143403,5.060548,5.143403,1.077619,1890645
1/9/1963,5.143403,5.194391,5.114723,5.14659,1.078286,2000475
1/10/1963,5.159337,5.213512,5.159337,5.181644,1.08563,1623915
1/11/1963,5.181644,5.197578,5.149777,5.197578,1.088969,1412100
1/14/1963,5.197578,5.286807,5.197578,5.280433,1.106328,2588850
1/15/1963,5.280433,5.328235,5.258126,5.289994,1.108332,2180910
1/16/1963,5.28362,5.28362,5.188018,5.207138,1.090972,1325805
1/17/1963,5.216699,5.286807,5.216699,5.27406,1.104993,1270890
1/18/1963,5.27406,5.296367,5.232632,5.258126,1.101655,894330
1/21/1963,5.258126,5.277247,5.207138,5.277247,1.10566,917865
1/22/1963,5.277247,5.337795,5.277247,5.286807,1.107664,972780
1/23/1963,5.286807,5.309114,5.270873,5.280433,1.106328,690360
1/24/1963,5.280433,5.334608,5.277247,5.302741,1.111002,972780
1/25/1963,5.302741,5.334608,5.277247,5.334608,1.117678,729585
1/28/1963,5.350542,5.41109,5.350542,5.41109,1.133703,1663140
1/29/1963,5.41109,5.41109,5.372849,5.376036,1.126359,776655
1/30/1963,5.376036,5.382409,5.328235,5.347355,1.120349,753120
1/31/1963,5.347355,5.404716,5.328235,5.40153,1.1317,1043385
2/1/1963,5.40153,5.41587,5.391969,5.40153,1.1317,564840
2/4/1963,5.40153,5.407903,5.350542,5.356915,1.122351,658980
2/5/1963,5.356915,5.376036,5.321861,5.366475,1.124623,800190
2/6/1963,5.366475,5.40153,5.331421,5.331421,1.117277,737430
2/7/1963,5.340982,5.385596,5.340982,5.340982,1.119281,682515
2/8/1963,5.340982,5.372849,5.328235,5.353728,1.121951,627600
2/11/1963,5.353728,5.363289,5.325048,5.325048,1.115942,478545
2/12/1963,5.325048,5.334608,5.267686,5.334608,1.117944,957090
2/13/1963,5.334608,5.353728,5.321861,5.321861,1.115273,658980
2/14/1963,5.323454,5.363289,5.323454,5.325048,1.115942,878640
2/15/1963,5.325048,5.350542,5.321861,5.337795,1.118613,596220
2/18/1963,5.337795,5.347355,5.325048,5.326641,1.116275,470700
2/19/1963,5.326641,5.331421,5.280433,5.28362,1.107259,800190
2/20/1963,5.270873,5.270873,5.219885,5.239006,1.09791,941400
2/21/1963,5.239006,5.239006,5.175271,5.229446,1.095907,878640
2/25/1963,5.226259,5.226259,5.149777,5.149777,1.079211,635445
2/26/1963,5.149777,5.216699,5.133843,5.184831,1.086556,847260
2/27/1963,5.184831,5.215105,5.162524,5.165711,1.08255,462855
2/28/1963,5.165711,5.168897,5.086042,5.095602,1.067858,1176750
3/1/1963,5.095602,5.143403,5.063735,5.063735,1.061179,1074765
3/4/1963,5.098789,5.15615,5.098789,5.143403,1.077875,784500
3/5/1963,5.143403,5.143403,5.117909,5.121096,1.0732,478545
3/6/1963,5.121096,5.160931,5.101976,5.160931,1.081548,439320
3/7/1963,5.181644,5.223072,5.181644,5.210325,1.0919,753120
3/8/1963,5.210325,5.223072,5.188018,5.207138,1.091231,415785
3/11/1963,5.207138,5.235819,5.200765,5.203952,1.090564,509925
3/12/1963,5.203952,5.223072,5.191205,5.200765,1.089896,368715
3/13/1963,5.200765,5.229446,5.200765,5.210325,1.0919,478545
3/14/1963,5.210325,5.270873,5.194391,5.226259,1.095237,619755
3/15/1963,5.226259,5.27406,5.207138,5.267686,1.10392,533460
3/18/1963,5.267686,5.296367,5.216699,5.219885,1.093903,486390
3/19/1963,5.219885,5.239006,5.207138,5.226259,1.095237,431475
3/20/1963,5.232632,5.29318,5.232632,5.277247,1.105923,517770
3/21/1963,5.277247,5.289994,5.239006,5.242192,1.098577,831570
3/22/1963,5.242192,5.286807,5.239006,5.280433,1.106592,447165
3/25/1963,5.280433,5.296367,5.270873,5.270873,1.104587,502080
3/26/1963,5.277247,5.328235,5.277247,5.305927,1.111934,847260
3/27/1963,5.325048,5.366475,5.325048,5.366475,1.124623,886485
3/28/1963,5.366475,5.395156,5.353728,5.363289,1.123954,862950
3/29/1963,5.363289,5.382409,5.353728,5.366475,1.124623,502080
4/1/1963,5.366475,5.376036,5.356915,5.366475,1.124623,713895
4/2/1963,5.366475,5.382409,5.321861,5.321861,1.115273,588375
4/3/1963,5.328235,5.388783,5.328235,5.382409,1.127961,541305
4/4/1963,5.417463,5.479605,5.417463,5.466858,1.14566,1357185
4/5/1963,5.478011,5.634162,5.478011,5.634162,1.18072,1670985
4/8/1963,5.669216,5.745698,5.669216,5.731358,1.20109,1663140
4/9/1963,5.731358,5.742511,5.646909,5.669216,1.188066,1294425
4/10/1963,5.669216,5.681963,5.570427,5.638942,1.181721,972780
4/11/1963,5.638942,5.729764,5.611855,5.688337,1.192073,1341495
4/15/1963,5.688337,5.723391,5.646909,5.68515,1.191406,870795
4/16/1963,5.68515,5.701083,5.643722,5.643722,1.182723,682515
4/17/1963,5.643722,5.656469,5.602294,5.615041,1.176713,502080
4/18/1963,5.615041,5.659656,5.615041,5.615041,1.176713,305955
4/19/1963,5.646909,5.736138,5.646909,5.736138,1.202091,800190
4/22/1963,5.774379,5.854047,5.774379,5.825366,1.22079,1184595
4/23/1963,5.825366,5.876354,5.806246,5.876354,1.231475,878640
4/24/1963,5.885915,5.946463,5.885915,5.895475,1.235483,894330
4/25/1963,5.895475,5.927342,5.863607,5.922562,1.24116,729585
4/26/1963,5.922562,5.991077,5.895475,5.991077,1.255518,666825
4/29/1963,5.991077,6.048438,5.946463,5.971957,1.251512,549150
4/30/1963,5.971957,6.003824,5.889101,5.911409,1.238823,910020
5/1/1963,5.911409,5.971957,5.892288,5.927342,1.242161,627600
5/2/1963,5.930529,5.981517,5.930529,5.975143,1.252178,384405
5/3/1963,5.975143,5.976737,5.933716,5.933716,1.243497,321645
5/6/1963,5.924156,5.924156,5.8413,5.8413,1.22413,619755
5/7/1963,5.8413,5.892288,5.83174,5.867192,1.229824,564840
5/8/1963,5.879541,5.991077,5.879541,5.991077,1.255792,776655
5/9/1963,5.991077,6.061185,5.991077,5.997451,1.257127,1176750
5/10/1963,5.997451,6.054812,5.962396,6.054812,1.269151,494235
5/13/1963,6.051625,6.051625,5.994264,6.007011,1.259131,400095
5/14/1963,6.007011,6.022945,5.97833,5.997451,1.257127,470700
5/15/1963,5.997451,6.032505,5.997451,6.016571,1.261135,549150
5/16/1963,6.016571,6.042065,5.97833,5.991077,1.255792,470700
5/17/1963,5.991077,6.048438,5.943276,5.952836,1.247776,478545
5/20/1963,5.952836,5.971957,5.898662,5.898662,1.236421,455010
5/21/1963,5.898662,5.952836,5.889101,5.952836,1.247776,541305
5/22/1963,5.952836,6.042065,5.933716,5.940089,1.245104,353025
5/23/1963,5.940089,5.965583,5.920969,5.920969,1.241096,345180
5/24/1963,5.920969,5.956023,5.889101,5.901848,1.237088,305955
5/27/1963,5.895475,5.895475,5.838113,5.838113,1.223729,478545
5/28/1963,5.860421,5.911409,5.860421,5.863607,1.229073,470700
5/29/1963,5.901848,5.991077,5.901848,5.991077,1.255792,580530
5/31/1963,6.016571,6.099426,6.016571,6.083493,1.275163,1121835
6/3/1963,6.083493,6.102613,6.032505,6.032505,1.264476,886485
6/4/1963,6.032505,6.083493,6.016571,6.042065,1.266479,611910
6/5/1963,6.042065,6.067559,5.984704,5.991077,1.255792,517770
6/6/1963,5.991077,6.016571,5.965583,5.991077,1.255792,305955
6/7/1963,5.991077,5.997451,5.962396,5.96877,1.251116,376560
6/10/1963,5.96877,5.96877,5.889101,5.892288,1.235084,690360
6/11/1963,5.901848,5.962396,5.901848,5.927342,1.242432,290265
6/12/1963,5.927342,5.984704,5.901848,5.96877,1.251116,580530
6/13/1963,5.96877,6.042065,5.889101,5.908222,1.238425,470700
6/14/1963,5.908222,5.936902,5.889101,5.905035,1.237757,353025
6/17/1963,5.905035,5.908222,5.844487,5.854047,1.227069,447165
6/18/1963,5.854047,5.908222,5.844487,5.844487,1.225066,556995
6/19/1963,5.844487,5.860421,5.818993,5.825366,1.221056,682515
6/20/1963,5.825366,5.825366,5.739324,5.796686,1.215044,1239510
6/21/1963,5.799873,5.82218,5.799873,5.806246,1.217048,572685
6/24/1963,5.806246,5.828553,5.723391,5.723391,1.199682,815880
6/25/1963,5.723391,5.793499,5.68515,5.69471,1.19367,706050
6/26/1963,5.69471,5.697897,5.592734,5.592734,1.172294,1302270
6/27/1963,5.592734,5.637349,5.506692,5.535373,1.160272,1427790
6/28/1963,5.551307,5.586361,5.551307,5.560867,1.165615,682515
7/1/1963,5.560867,5.560867,5.43021,5.436584,1.139563,1561155
7/2/1963,5.462078,5.589547,5.462078,5.589547,1.171626,1223820
7/3/1963,5.599108,5.646909,5.599108,5.630975,1.180311,1074765
7/5/1963,5.637349,5.672403,5.637349,5.672403,1.188994,470700
7/8/1963,5.659656,5.659656,5.551307,5.55768,1.164946,627600
7/9/1963,5.55768,5.650096,5.535373,5.619822,1.177973,682515
7/10/1963,5.608668,5.608668,5.54812,5.570427,1.167619,674670
7/11/1963,5.570427,5.608668,5.532186,5.532186,1.159603,643290
7/12/1963,5.532186,5.564054,5.500319,5.500319,1.152924,596220
7/15/1963,5.500319,5.532186,5.470045,5.513066,1.155595,847260
7/16/1963,5.513066,5.554493,5.509879,5.54812,1.162943,831570
7/17/1963,5.54812,5.602294,5.503505,5.519439,1.156931,847260
7/18/1963,5.519439,5.541746,5.474825,5.474825,1.14758,949245
7/19/1963,5.474825,5.487572,5.455704,5.471638,1.146912,745275
7/22/1963,5.471638,5.487572,5.436584,5.455704,1.143572,627600
7/23/1963,5.455704,5.513066,5.439771,5.439771,1.140233,878640
