Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events > t,-400,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-400,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-401,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-401,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-402,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-402,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-403,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-403,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-404,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-404,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-405,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-405,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-406,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-406,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-407,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-407,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-408,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-408,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-409,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-409,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-410,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-410,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-411,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-411,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-412,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-412,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-413,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-413,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-414,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-414,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-415,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-415,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-416,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-416,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-417,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-417,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-418,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-418,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-419,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-419,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-420,0.4426475316286087,cycling_1
Sum of contribution of events ≤ t,-420,2.9802322387695312e-08,cycling_1
Sum of contribution of events > t,-421,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-421,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-422,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-422,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-423,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-423,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-424,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-424,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-425,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-425,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-426,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-426,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-427,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-427,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-428,0.4426475614309311,cycling_1
Sum of contribution of events ≤ t,-428,0.0,cycling_1
Sum of contribution of events > t,-429,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-429,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-430,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-430,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-431,0.4426475614309311,cycling_1
Sum of contribution of events ≤ t,-431,0.0,cycling_1
Sum of contribution of events > t,-432,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-432,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-433,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-433,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-434,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-434,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-435,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-435,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-436,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-436,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-437,0.4426475614309311,cycling_1
Sum of contribution of events ≤ t,-437,0.0,cycling_1
Sum of contribution of events > t,-438,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-438,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-439,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-439,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-440,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-440,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-441,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-441,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-442,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-442,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-443,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-443,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-444,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-444,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-445,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-445,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-446,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-446,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-447,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-447,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-448,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-448,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-449,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-449,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-450,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-450,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-451,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-451,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-452,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-452,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-453,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-453,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-454,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-454,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-455,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-455,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-456,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-456,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-457,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-457,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-458,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-458,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-459,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-459,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-460,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-460,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-461,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-461,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-462,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-462,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-463,0.4426475763320923,cycling_1
Sum of contribution of events ≤ t,-463,-1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-464,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-464,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-465,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-465,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-466,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-466,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-467,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-467,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-468,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-468,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-469,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-469,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-470,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-470,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-471,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-471,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-472,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-472,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-473,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-473,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-474,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-474,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-475,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-475,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-476,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-476,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-477,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-477,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,-478,0.4426475539803505,cycling_1
Sum of contribution of events ≤ t,-478,7.450580596923828e-09,cycling_1
Sum of contribution of events > t,-479,0.4426475837826729,cycling_1
Sum of contribution of events ≤ t,-479,-2.2351741790771484e-08,cycling_1
Sum of contribution of events > t,-480,0.4426475465297699,cycling_1
Sum of contribution of events ≤ t,-480,1.4901161193847656e-08,cycling_1
Sum of contribution of events > t,0,1.4901161193847656e-08,cycling_4
Sum of contribution of events ≤ t,0,0.36776939034461975,cycling_4
Sum of contribution of events > t,-1,0.012373588979244232,cycling_4
Sum of contribution of events ≤ t,-1,0.3553958162665367,cycling_4
Sum of contribution of events > t,-2,0.02947566658258438,cycling_4
Sum of contribution of events ≤ t,-2,0.33829373866319656,cycling_4
Sum of contribution of events > t,-3,0.05109263211488724,cycling_4
Sum of contribution of events ≤ t,-3,0.3166767731308937,cycling_4
Sum of contribution of events > t,-4,0.07458818703889847,cycling_4
Sum of contribution of events ≤ t,-4,0.2931812182068825,cycling_4
Sum of contribution of events > t,-5,0.10650088638067245,cycling_4
Sum of contribution of events ≤ t,-5,0.2612685188651085,cycling_4
Sum of contribution of events > t,-6,0.11989022046327591,cycling_4
Sum of contribution of events ≤ t,-6,0.24787918478250504,cycling_4
Sum of contribution of events > t,-7,0.14906785637140274,cycling_4
Sum of contribution of events ≤ t,-7,0.2187015488743782,cycling_4
Sum of contribution of events > t,-8,0.1853417232632637,cycling_4
Sum of contribution of events ≤ t,-8,0.18242768198251724,cycling_4
Sum of contribution of events > t,-9,0.22395815700292587,cycling_4
Sum of contribution of events ≤ t,-9,0.14381124824285507,cycling_4
Sum of contribution of events > t,-10,0.24779363721609116,cycling_4
Sum of contribution of events ≤ t,-10,0.11997576802968979,cycling_4
Sum of contribution of events > t,-11,0.25865640491247177,cycling_4
Sum of contribution of events ≤ t,-11,0.10911300033330917,cycling_4
Sum of contribution of events > t,-12,0.26506704837083817,cycling_4
Sum of contribution of events ≤ t,-12,0.10270235687494278,cycling_4
Sum of contribution of events > t,-13,0.28266478329896927,cycling_4
Sum of contribution of events ≤ t,-13,0.08510462194681168,cycling_4
Sum of contribution of events > t,-14,0.2890327349305153,cycling_4
Sum of contribution of events ≤ t,-14,0.07873667031526566,cycling_4
Sum of contribution of events > t,-15,0.29934868961572647,cycling_4
Sum of contribution of events ≤ t,-15,0.06842071563005447,cycling_4
Sum of contribution of events > t,-16,0.3049094155430794,cycling_4
Sum of contribution of events ≤ t,-16,0.06285998970270157,cycling_4
Sum of contribution of events > t,-17,0.3073374554514885,cycling_4
Sum of contribution of events ≤ t,-17,0.06043194979429245,cycling_4
Sum of contribution of events > t,-18,0.3142833933234215,cycling_4
Sum of contribution of events ≤ t,-18,0.05348601192235947,cycling_4
Sum of contribution of events > t,-19,0.3182132914662361,cycling_4
Sum of contribution of events ≤ t,-19,0.04955611377954483,cycling_4
Sum of contribution of events > t,-20,0.32465333491563797,cycling_4
Sum of contribution of events ≤ t,-20,0.043116070330142975,cycling_4
Sum of contribution of events > t,-21,0.33025332540273666,cycling_4
Sum of contribution of events ≤ t,-21,0.03751607984304428,cycling_4
Sum of contribution of events > t,-22,0.3343183174729347,cycling_4
Sum of contribution of events ≤ t,-22,0.03345108777284622,cycling_4
Sum of contribution of events > t,-23,0.3378937318921089,cycling_4
Sum of contribution of events ≤ t,-23,0.029875673353672028,cycling_4
Sum of contribution of events > t,-24,0.3421047478914261,cycling_4
Sum of contribution of events ≤ t,-24,0.02566465735435486,cycling_4
Sum of contribution of events > t,-25,0.34223657101392746,cycling_4
Sum of contribution of events ≤ t,-25,0.025532834231853485,cycling_4
Sum of contribution of events > t,-26,0.344916932284832,cycling_4
Sum of contribution of events ≤ t,-26,0.022852472960948944,cycling_4
Sum of contribution of events > t,-27,0.3480810150504112,cycling_4
Sum of contribution of events ≤ t,-27,0.01968839019536972,cycling_4
Sum of contribution of events > t,-28,0.34927259385585785,cycling_4
Sum of contribution of events ≤ t,-28,0.018496811389923096,cycling_4
Sum of contribution of events > t,-29,0.3511812761425972,cycling_4
Sum of contribution of events ≤ t,-29,0.016588129103183746,cycling_4
Sum of contribution of events > t,-30,0.353181891143322,cycling_4
Sum of contribution of events ≤ t,-30,0.014587514102458954,cycling_4
Sum of contribution of events > t,-31,0.3547302484512329,cycling_4
Sum of contribution of events ≤ t,-31,0.013039156794548035,cycling_4
Sum of contribution of events > t,-32,0.35655320435762405,cycling_4
Sum of contribution of events ≤ t,-32,0.011216200888156891,cycling_4
Sum of contribution of events > t,-33,0.3568279445171356,cycling_4
Sum of contribution of events ≤ t,-33,0.010941460728645325,cycling_4
Sum of contribution of events > t,-34,0.35744453221559525,cycling_4
Sum of contribution of events ≤ t,-34,0.0103248730301857,cycling_4
Sum of contribution of events > t,-35,0.35772883147001266,cycling_4
Sum of contribution of events ≤ t,-35,0.01004057377576828,cycling_4
Sum of contribution of events > t,-36,0.3586175665259361,cycling_4
Sum of contribution of events ≤ t,-36,0.009151838719844818,cycling_4
Sum of contribution of events > t,-37,0.3590029329061508,cycling_4
Sum of contribution of events ≤ t,-37,0.008766472339630127,cycling_4
Sum of contribution of events > t,-38,0.3595799207687378,cycling_4
Sum of contribution of events ≤ t,-38,0.008189484477043152,cycling_4
Sum of contribution of events > t,-39,0.3599688783288002,cycling_4
Sum of contribution of events ≤ t,-39,0.007800526916980743,cycling_4
Sum of contribution of events > t,-40,0.3606269583106041,cycling_4
Sum of contribution of events ≤ t,-40,0.007142446935176849,cycling_4
Sum of contribution of events > t,-41,0.3614029064774513,cycling_4
Sum of contribution of events ≤ t,-41,0.00636649876832962,cycling_4
Sum of contribution of events > t,-42,0.3618048056960106,cycling_4
Sum of contribution of events ≤ t,-42,0.005964599549770355,cycling_4
Sum of contribution of events > t,-43,0.3624005913734436,cycling_4
Sum of contribution of events ≤ t,-43,0.005368813872337341,cycling_4
Sum of contribution of events > t,-44,0.362823449075222,cycling_4
Sum of contribution of events ≤ t,-44,0.0049459561705589294,cycling_4
Sum of contribution of events > t,-45,0.3632676526904106,cycling_4
Sum of contribution of events ≤ t,-45,0.004501752555370331,cycling_4
Sum of contribution of events > t,-46,0.3636172041296959,cycling_4
Sum of contribution of events ≤ t,-46,0.0041522011160850525,cycling_4
Sum of contribution of events > t,-47,0.36404070258140564,cycling_4
Sum of contribution of events ≤ t,-47,0.003728702664375305,cycling_4
Sum of contribution of events > t,-48,0.36457525938749313,cycling_4
Sum of contribution of events ≤ t,-48,0.0031941458582878113,cycling_4
Sum of contribution of events > t,-49,0.3646853119134903,cycling_4
Sum of contribution of events ≤ t,-49,0.0030840933322906494,cycling_4
Sum of contribution of events > t,-50,0.36494405567646027,cycling_4
Sum of contribution of events ≤ t,-50,0.0028253495693206787,cycling_4
Sum of contribution of events > t,-51,0.3652777522802353,cycling_4
Sum of contribution of events ≤ t,-51,0.0024916529655456543,cycling_4
Sum of contribution of events > t,-52,0.3655942976474762,cycling_4
Sum of contribution of events ≤ t,-52,0.0021751075983047485,cycling_4
Sum of contribution of events > t,-53,0.36571795493364334,cycling_4
Sum of contribution of events ≤ t,-53,0.0020514503121376038,cycling_4
Sum of contribution of events > t,-54,0.36578137427568436,cycling_4
Sum of contribution of events ≤ t,-54,0.001988030970096588,cycling_4
Sum of contribution of events > t,-55,0.3659050241112709,cycling_4
Sum of contribution of events ≤ t,-55,0.0018643811345100403,cycling_4
Sum of contribution of events > t,-56,0.36604703962802887,cycling_4
Sum of contribution of events ≤ t,-56,0.0017223656177520752,cycling_4
Sum of contribution of events > t,-57,0.36622536927461624,cycling_4
Sum of contribution of events ≤ t,-57,0.0015440359711647034,cycling_4
Sum of contribution of events > t,-58,0.366362102329731,cycling_4
Sum of contribution of events ≤ t,-58,0.0014073029160499573,cycling_4
Sum of contribution of events > t,-59,0.366456963121891,cycling_4
Sum of contribution of events ≤ t,-59,0.001312442123889923,cycling_4
Sum of contribution of events > t,-60,0.36657924205064774,cycling_4
Sum of contribution of events ≤ t,-60,0.0011901631951332092,cycling_4
Sum of contribution of events > t,-61,0.36672399938106537,cycling_4
Sum of contribution of events ≤ t,-61,0.0010454058647155762,cycling_4
Sum of contribution of events > t,-62,0.36679819971323013,cycling_4
Sum of contribution of events ≤ t,-62,0.0009712055325508118,cycling_4
Sum of contribution of events > t,-63,0.36692337691783905,cycling_4
Sum of contribution of events ≤ t,-63,0.0008460283279418945,cycling_4
Sum of contribution of events > t,-64,0.3669714108109474,cycling_4
Sum of contribution of events ≤ t,-64,0.0007979944348335266,cycling_4
Sum of contribution of events > t,-65,0.36698419600725174,cycling_4
Sum of contribution of events ≤ t,-65,0.0007852092385292053,cycling_4
Sum of contribution of events > t,-66,0.3670477122068405,cycling_4
Sum of contribution of events ≤ t,-66,0.0007216930389404297,cycling_4
Sum of contribution of events > t,-67,0.36712413281202316,cycling_4
Sum of contribution of events ≤ t,-67,0.000645272433757782,cycling_4
Sum of contribution of events > t,-68,0.3671829327940941,cycling_4
Sum of contribution of events ≤ t,-68,0.0005864724516868591,cycling_4
Sum of contribution of events > t,-69,0.3672220781445503,cycling_4
Sum of contribution of events ≤ t,-69,0.0005473271012306213,cycling_4
Sum of contribution of events > t,-70,0.3672395423054695,cycling_4
Sum of contribution of events ≤ t,-70,0.0005298629403114319,cycling_4
Sum of contribution of events > t,-71,0.3672911077737808,cycling_4
Sum of contribution of events ≤ t,-71,0.00047829747200012207,cycling_4
Sum of contribution of events > t,-72,0.36732563376426697,cycling_4
Sum of contribution of events ≤ t,-72,0.00044377148151397705,cycling_4
Sum of contribution of events > t,-73,0.3673664778470993,cycling_4
Sum of contribution of events ≤ t,-73,0.0004029273986816406,cycling_4
Sum of contribution of events > t,-74,0.3674246743321419,cycling_4
Sum of contribution of events ≤ t,-74,0.0003447309136390686,cycling_4
Sum of contribution of events > t,-75,0.3674289658665657,cycling_4
Sum of contribution of events ≤ t,-75,0.0003404393792152405,cycling_4
Sum of contribution of events > t,-76,0.36743854731321335,cycling_4
Sum of contribution of events ≤ t,-76,0.00033085793256759644,cycling_4
Sum of contribution of events > t,-77,0.36748312413692474,cycling_4
Sum of contribution of events ≤ t,-77,0.00028628110885620117,cycling_4
Sum of contribution of events > t,-78,0.3674996495246887,cycling_4
Sum of contribution of events ≤ t,-78,0.0002697557210922241,cycling_4
Sum of contribution of events > t,-79,0.3675377890467644,cycling_4
Sum of contribution of events ≤ t,-79,0.00023161619901657104,cycling_4
Sum of contribution of events > t,-80,0.3675532937049866,cycling_4
Sum of contribution of events ≤ t,-80,0.00021611154079437256,cycling_4
Sum of contribution of events > t,-81,0.36757495254278183,cycling_4
Sum of contribution of events ≤ t,-81,0.000194452702999115,cycling_4
Sum of contribution of events > t,-82,0.36760463565588,cycling_4
Sum of contribution of events ≤ t,-82,0.00016476958990097046,cycling_4
Sum of contribution of events > t,-83,0.36761634051799774,cycling_4
Sum of contribution of events ≤ t,-83,0.00015306472778320312,cycling_4
Sum of contribution of events > t,-84,0.3676242008805275,cycling_4
Sum of contribution of events ≤ t,-84,0.00014520436525344849,cycling_4
Sum of contribution of events > t,-85,0.36763185262680054,cycling_4
Sum of contribution of events ≤ t,-85,0.00013755261898040771,cycling_4
Sum of contribution of events > t,-86,0.3676331862807274,cycling_4
Sum of contribution of events ≤ t,-86,0.00013621896505355835,cycling_4
Sum of contribution of events > t,-87,0.36764219403266907,cycling_4
Sum of contribution of events ≤ t,-87,0.00012721121311187744,cycling_4
Sum of contribution of events > t,-88,0.36765487492084503,cycling_4
Sum of contribution of events ≤ t,-88,0.00011453032493591309,cycling_4
Sum of contribution of events > t,-89,0.367658406496048,cycling_4
Sum of contribution of events ≤ t,-89,0.00011099874973297119,cycling_4
Sum of contribution of events > t,-90,0.3676685392856598,cycling_4
Sum of contribution of events ≤ t,-90,0.00010086596012115479,cycling_4
Sum of contribution of events > t,-91,0.3676775023341179,cycling_4
Sum of contribution of events ≤ t,-91,9.190291166305542e-05,cycling_4
Sum of contribution of events > t,-92,0.3676821440458298,cycling_4
Sum of contribution of events ≤ t,-92,8.726119995117188e-05,cycling_4
Sum of contribution of events > t,-93,0.36769189685583115,cycling_4
Sum of contribution of events ≤ t,-93,7.750838994979858e-05,cycling_4
Sum of contribution of events > t,-94,0.36769913882017136,cycling_4
Sum of contribution of events ≤ t,-94,7.026642560958862e-05,cycling_4
Sum of contribution of events > t,-95,0.3677038103342056,cycling_4
Sum of contribution of events ≤ t,-95,6.559491157531738e-05,cycling_4
Sum of contribution of events > t,-96,0.3677118048071861,cycling_4
Sum of contribution of events ≤ t,-96,5.7600438594818115e-05,cycling_4
Sum of contribution of events > t,-97,0.3677155375480652,cycling_4
Sum of contribution of events ≤ t,-97,5.386769771575928e-05,cycling_4
Sum of contribution of events > t,-98,0.36772116273641586,cycling_4
Sum of contribution of events ≤ t,-98,4.824250936508179e-05,cycling_4
Sum of contribution of events > t,-99,0.3677237704396248,cycling_4
Sum of contribution of events ≤ t,-99,4.563480615615845e-05,cycling_4
Sum of contribution of events > t,-100,0.3677253872156143,cycling_4
Sum of contribution of events ≤ t,-100,4.4018030166625977e-05,cycling_4
Sum of contribution of events > t,-101,0.3677283972501755,cycling_4
Sum of contribution of events ≤ t,-101,4.100799560546875e-05,cycling_4
Sum of contribution of events > t,-102,0.367731049656868,cycling_4
Sum of contribution of events ≤ t,-102,3.835558891296387e-05,cycling_4
Sum of contribution of events > t,-103,0.3677327111363411,cycling_4
Sum of contribution of events ≤ t,-103,3.6694109439849854e-05,cycling_4
Sum of contribution of events > t,-104,0.36773693561553955,cycling_4
Sum of contribution of events ≤ t,-104,3.246963024139404e-05,cycling_4
Sum of contribution of events > t,-105,0.36774009466171265,cycling_4
Sum of contribution of events ≤ t,-105,2.931058406829834e-05,cycling_4
Sum of contribution of events > t,-106,0.36774205416440964,cycling_4
Sum of contribution of events ≤ t,-106,2.7351081371307373e-05,cycling_4
Sum of contribution of events > t,-107,0.36774444580078125,cycling_4
Sum of contribution of events ≤ t,-107,2.4959444999694824e-05,cycling_4
Sum of contribution of events > t,-108,0.36774636059999466,cycling_4
Sum of contribution of events ≤ t,-108,2.30446457862854e-05,cycling_4
Sum of contribution of events > t,-109,0.36774926632642746,cycling_4
Sum of contribution of events ≤ t,-109,2.0138919353485107e-05,cycling_4
Sum of contribution of events > t,-110,0.36775194853544235,cycling_4
Sum of contribution of events ≤ t,-110,1.745671033859253e-05,cycling_4
Sum of contribution of events > t,-111,0.3677527830004692,cycling_4
Sum of contribution of events ≤ t,-111,1.662224531173706e-05,cycling_4
Sum of contribution of events > t,-112,0.3677545562386513,cycling_4
Sum of contribution of events ≤ t,-112,1.484900712966919e-05,cycling_4
Sum of contribution of events > t,-113,0.3677562549710274,cycling_4
Sum of contribution of events ≤ t,-113,1.3150274753570557e-05,cycling_4
Sum of contribution of events > t,-114,0.3677564263343811,cycling_4
Sum of contribution of events ≤ t,-114,1.2978911399841309e-05,cycling_4
Sum of contribution of events > t,-115,0.36775776743888855,cycling_4
Sum of contribution of events ≤ t,-115,1.163780689239502e-05,cycling_4
Sum of contribution of events > t,-116,0.3677588179707527,cycling_4
Sum of contribution of events ≤ t,-116,1.058727502822876e-05,cycling_4
Sum of contribution of events > t,-117,0.3677593693137169,cycling_4
Sum of contribution of events ≤ t,-117,1.0035932064056396e-05,cycling_4
Sum of contribution of events > t,-118,0.36775992810726166,cycling_4
Sum of contribution of events ≤ t,-118,9.47713851928711e-06,cycling_4
Sum of contribution of events > t,-119,0.3677607923746109,cycling_4
Sum of contribution of events ≤ t,-119,8.612871170043945e-06,cycling_4
Sum of contribution of events > t,-120,0.3677617460489273,cycling_4
Sum of contribution of events ≤ t,-120,7.659196853637695e-06,cycling_4
Sum of contribution of events > t,-121,0.3677625134587288,cycling_4
Sum of contribution of events ≤ t,-121,6.891787052154541e-06,cycling_4
Sum of contribution of events > t,-122,0.3677629455924034,cycling_4
Sum of contribution of events ≤ t,-122,6.459653377532959e-06,cycling_4
Sum of contribution of events > t,-123,0.3677636906504631,cycling_4
Sum of contribution of events ≤ t,-123,5.714595317840576e-06,cycling_4
Sum of contribution of events > t,-124,0.3677639290690422,cycling_4
Sum of contribution of events ≤ t,-124,5.476176738739014e-06,cycling_4
Sum of contribution of events > t,-125,0.3677642121911049,cycling_4
Sum of contribution of events ≤ t,-125,5.193054676055908e-06,cycling_4
Sum of contribution of events > t,-126,0.36776459962129593,cycling_4
Sum of contribution of events ≤ t,-126,4.805624485015869e-06,cycling_4
Sum of contribution of events > t,-127,0.36776500195264816,cycling_4
Sum of contribution of events ≤ t,-127,4.403293132781982e-06,cycling_4
Sum of contribution of events > t,-128,0.3677654191851616,cycling_4
Sum of contribution of events ≤ t,-128,3.986060619354248e-06,cycling_4
Sum of contribution of events > t,-129,0.3677658885717392,cycling_4
Sum of contribution of events ≤ t,-129,3.516674041748047e-06,cycling_4
Sum of contribution of events > t,-130,0.3677661120891571,cycling_4
Sum of contribution of events ≤ t,-130,3.293156623840332e-06,cycling_4
Sum of contribution of events > t,-131,0.367766372859478,cycling_4
Sum of contribution of events ≤ t,-131,3.032386302947998e-06,cycling_4
Sum of contribution of events > t,-132,0.36776673793792725,cycling_4
Sum of contribution of events ≤ t,-132,2.6673078536987305e-06,cycling_4
Sum of contribution of events > t,-133,0.36776700615882874,cycling_4
Sum of contribution of events ≤ t,-133,2.3990869522094727e-06,cycling_4
Sum of contribution of events > t,-134,0.367767296731472,cycling_4
Sum of contribution of events ≤ t,-134,2.1085143089294434e-06,cycling_4
