Coalition,t (event index),Shapley Value,Entity
Sum of contribution of events > t,-380,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-380,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-381,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-381,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-382,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-382,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-383,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-383,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-384,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-384,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-385,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-385,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-386,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-386,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-387,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-387,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-388,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-388,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-389,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-389,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-390,0.36776942759752274,cycling_4
Sum of contribution of events ≤ t,-390,-2.2351741790771484e-08,cycling_4
Sum of contribution of events > t,-391,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-391,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-392,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-392,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-393,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-393,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-394,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-394,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-395,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-395,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-396,0.36776942759752274,cycling_4
Sum of contribution of events ≤ t,-396,-2.2351741790771484e-08,cycling_4
Sum of contribution of events > t,-397,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-397,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-398,0.36776940524578094,cycling_4
Sum of contribution of events ≤ t,-398,0.0,cycling_4
Sum of contribution of events > t,-399,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-399,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-400,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-400,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-401,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-401,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-402,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-402,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-403,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-403,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-404,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-404,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-405,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-405,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-406,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-406,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-407,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-407,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-408,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-408,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-409,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-409,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-410,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-410,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-411,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-411,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-412,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-412,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-413,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-413,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-414,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-414,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-415,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-415,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-416,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-416,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-417,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-417,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-418,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-418,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-419,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-419,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-420,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-420,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-421,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-421,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-422,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-422,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-423,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-423,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-424,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-424,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-425,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-425,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-426,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-426,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-427,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-427,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-428,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-428,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-429,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-429,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-430,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-430,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-431,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-431,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-432,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-432,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-433,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-433,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-434,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-434,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-435,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-435,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-436,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-436,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-437,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-437,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-438,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-438,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-439,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-439,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-440,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-440,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-441,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-441,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-442,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-442,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-443,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-443,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-444,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-444,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-445,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-445,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-446,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-446,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-447,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-447,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-448,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-448,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-449,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-449,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-450,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-450,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-451,0.36776940524578094,cycling_4
Sum of contribution of events ≤ t,-451,0.0,cycling_4
Sum of contribution of events > t,-452,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-452,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-453,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-453,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-454,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-454,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-455,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-455,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-456,0.36776937544345856,cycling_4
Sum of contribution of events ≤ t,-456,2.9802322387695312e-08,cycling_4
Sum of contribution of events > t,-457,0.36776942014694214,cycling_4
Sum of contribution of events ≤ t,-457,-1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-458,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-458,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-459,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-459,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-460,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-460,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-461,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-461,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-462,0.36776942759752274,cycling_4
Sum of contribution of events ≤ t,-462,-2.2351741790771484e-08,cycling_4
Sum of contribution of events > t,-463,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-463,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-464,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-464,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-465,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-465,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-466,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-466,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-467,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-467,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-468,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-468,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-469,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-469,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-470,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-470,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-471,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-471,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-472,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-472,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-473,0.36776939779520035,cycling_4
Sum of contribution of events ≤ t,-473,7.450580596923828e-09,cycling_4
Sum of contribution of events > t,-474,0.36776937544345856,cycling_4
Sum of contribution of events ≤ t,-474,2.9802322387695312e-08,cycling_4
Sum of contribution of events > t,-475,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-475,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-476,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-476,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-477,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-477,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-478,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-478,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-479,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-479,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,-480,0.36776939034461975,cycling_4
Sum of contribution of events ≤ t,-480,1.4901161193847656e-08,cycling_4
Sum of contribution of events > t,0,4.470348358154297e-08,cycling_6
Sum of contribution of events ≤ t,0,0.271426260471344,cycling_6
Sum of contribution of events > t,-1,0.006699316203594208,cycling_6
Sum of contribution of events ≤ t,-1,0.26472698897123337,cycling_6
Sum of contribution of events > t,-2,0.014147818088531494,cycling_6
Sum of contribution of events ≤ t,-2,0.2572784870862961,cycling_6
Sum of contribution of events > t,-3,0.018813468515872955,cycling_6
Sum of contribution of events ≤ t,-3,0.2526128366589546,cycling_6
Sum of contribution of events > t,-4,0.0261472687125206,cycling_6
Sum of contribution of events ≤ t,-4,0.24527903646230698,cycling_6
Sum of contribution of events > t,-5,0.048434220254421234,cycling_6
Sum of contribution of events ≤ t,-5,0.22299208492040634,cycling_6
Sum of contribution of events > t,-6,0.07794410735368729,cycling_6
Sum of contribution of events ≤ t,-6,0.1934821978211403,cycling_6
Sum of contribution of events > t,-7,0.09484148770570755,cycling_6
Sum of contribution of events ≤ t,-7,0.17658481746912003,cycling_6
Sum of contribution of events > t,-8,0.13050668686628342,cycling_6
Sum of contribution of events ≤ t,-8,0.14091961830854416,cycling_6
Sum of contribution of events > t,-9,0.1527569368481636,cycling_6
Sum of contribution of events ≤ t,-9,0.11866936832666397,cycling_6
Sum of contribution of events > t,-10,0.15990806370973587,cycling_6
Sum of contribution of events ≤ t,-10,0.1115182414650917,cycling_6
Sum of contribution of events > t,-11,0.16361624747514725,cycling_6
Sum of contribution of events ≤ t,-11,0.10781005769968033,cycling_6
Sum of contribution of events > t,-12,0.179146446287632,cycling_6
Sum of contribution of events ≤ t,-12,0.09227985888719559,cycling_6
Sum of contribution of events > t,-13,0.1892673596739769,cycling_6
Sum of contribution of events ≤ t,-13,0.08215894550085068,cycling_6
Sum of contribution of events > t,-14,0.19318465143442154,cycling_6
Sum of contribution of events ≤ t,-14,0.07824165374040604,cycling_6
Sum of contribution of events > t,-15,0.20480646938085556,cycling_6
Sum of contribution of events ≤ t,-15,0.06661983579397202,cycling_6
Sum of contribution of events > t,-16,0.21425525099039078,cycling_6
Sum of contribution of events ≤ t,-16,0.0571710541844368,cycling_6
Sum of contribution of events > t,-17,0.21555674821138382,cycling_6
Sum of contribution of events ≤ t,-17,0.055869556963443756,cycling_6
Sum of contribution of events > t,-18,0.22353126853704453,cycling_6
Sum of contribution of events ≤ t,-18,0.04789503663778305,cycling_6
Sum of contribution of events > t,-19,0.2311491295695305,cycling_6
Sum of contribution of events ≤ t,-19,0.04027717560529709,cycling_6
Sum of contribution of events > t,-20,0.23369059711694717,cycling_6
Sum of contribution of events ≤ t,-20,0.0377357080578804,cycling_6
Sum of contribution of events > t,-21,0.2340710237622261,cycling_6
Sum of contribution of events ≤ t,-21,0.03735528141260147,cycling_6
Sum of contribution of events > t,-22,0.23625383526086807,cycling_6
Sum of contribution of events ≤ t,-22,0.0351724699139595,cycling_6
Sum of contribution of events > t,-23,0.2401096448302269,cycling_6
Sum of contribution of events ≤ t,-23,0.03131666034460068,cycling_6
Sum of contribution of events > t,-24,0.24395156651735306,cycling_6
Sum of contribution of events ≤ t,-24,0.027474738657474518,cycling_6
Sum of contribution of events > t,-25,0.24727030843496323,cycling_6
Sum of contribution of events ≤ t,-25,0.02415599673986435,cycling_6
Sum of contribution of events > t,-26,0.2491953894495964,cycling_6
Sum of contribution of events ≤ t,-26,0.02223091572523117,cycling_6
Sum of contribution of events > t,-27,0.2509336769580841,cycling_6
Sum of contribution of events ≤ t,-27,0.02049262821674347,cycling_6
Sum of contribution of events > t,-28,0.2520393878221512,cycling_6
Sum of contribution of events ≤ t,-28,0.01938691735267639,cycling_6
Sum of contribution of events > t,-29,0.25378648936748505,cycling_6
Sum of contribution of events ≤ t,-29,0.01763981580734253,cycling_6
Sum of contribution of events > t,-30,0.2557867020368576,cycling_6
Sum of contribution of events ≤ t,-30,0.01563960313796997,cycling_6
Sum of contribution of events > t,-31,0.25779587775468826,cycling_6
Sum of contribution of events ≤ t,-31,0.013630427420139313,cycling_6
Sum of contribution of events > t,-32,0.25942545384168625,cycling_6
Sum of contribution of events ≤ t,-32,0.012000851333141327,cycling_6
Sum of contribution of events > t,-33,0.2602843940258026,cycling_6
Sum of contribution of events ≤ t,-33,0.011141911149024963,cycling_6
Sum of contribution of events > t,-34,0.2604047656059265,cycling_6
Sum of contribution of events ≤ t,-34,0.011021539568901062,cycling_6
Sum of contribution of events > t,-35,0.2607652619481087,cycling_6
Sum of contribution of events ≤ t,-35,0.010661043226718903,cycling_6
Sum of contribution of events > t,-36,0.26226916164159775,cycling_6
Sum of contribution of events ≤ t,-36,0.009157143533229828,cycling_6
Sum of contribution of events > t,-37,0.26270919293165207,cycling_6
Sum of contribution of events ≤ t,-37,0.008717112243175507,cycling_6
Sum of contribution of events > t,-38,0.26354508846998215,cycling_6
Sum of contribution of events ≤ t,-38,0.007881216704845428,cycling_6
Sum of contribution of events > t,-39,0.26421934366226196,cycling_6
Sum of contribution of events ≤ t,-39,0.007206961512565613,cycling_6
Sum of contribution of events > t,-40,0.26458264887332916,cycling_6
Sum of contribution of events ≤ t,-40,0.006843656301498413,cycling_6
Sum of contribution of events > t,-41,0.2649628818035126,cycling_6
Sum of contribution of events ≤ t,-41,0.0064634233713150024,cycling_6
Sum of contribution of events > t,-42,0.26599201560020447,cycling_6
Sum of contribution of events ≤ t,-42,0.005434289574623108,cycling_6
Sum of contribution of events > t,-43,0.26651453971862793,cycling_6
Sum of contribution of events ≤ t,-43,0.004911765456199646,cycling_6
Sum of contribution of events > t,-44,0.26713403314352036,cycling_6
Sum of contribution of events ≤ t,-44,0.0042922720313072205,cycling_6
Sum of contribution of events > t,-45,0.26734132319688797,cycling_6
Sum of contribution of events ≤ t,-45,0.004084981977939606,cycling_6
Sum of contribution of events > t,-46,0.26746290922164917,cycling_6
Sum of contribution of events ≤ t,-46,0.003963395953178406,cycling_6
Sum of contribution of events > t,-47,0.2677036449313164,cycling_6
Sum of contribution of events ≤ t,-47,0.0037226602435112,cycling_6
Sum of contribution of events > t,-48,0.26794011145830154,cycling_6
Sum of contribution of events ≤ t,-48,0.0034861937165260315,cycling_6
Sum of contribution of events > t,-49,0.26838673651218414,cycling_6
Sum of contribution of events ≤ t,-49,0.0030395686626434326,cycling_6
Sum of contribution of events > t,-50,0.26869211345911026,cycling_6
Sum of contribution of events ≤ t,-50,0.0027341917157173157,cycling_6
Sum of contribution of events > t,-51,0.26883868128061295,cycling_6
Sum of contribution of events ≤ t,-51,0.00258762389421463,cycling_6
Sum of contribution of events > t,-52,0.2688964381814003,cycling_6
Sum of contribution of events ≤ t,-52,0.0025298669934272766,cycling_6
Sum of contribution of events > t,-53,0.2691033184528351,cycling_6
Sum of contribution of events ≤ t,-53,0.0023229867219924927,cycling_6
Sum of contribution of events > t,-54,0.26931989938020706,cycling_6
Sum of contribution of events ≤ t,-54,0.002106405794620514,cycling_6
Sum of contribution of events > t,-55,0.2696140259504318,cycling_6
Sum of contribution of events ≤ t,-55,0.001812279224395752,cycling_6
Sum of contribution of events > t,-56,0.26985298842191696,cycling_6
Sum of contribution of events ≤ t,-56,0.001573316752910614,cycling_6
Sum of contribution of events > t,-57,0.2699490562081337,cycling_6
Sum of contribution of events ≤ t,-57,0.0014772489666938782,cycling_6
Sum of contribution of events > t,-58,0.2700483500957489,cycling_6
Sum of contribution of events ≤ t,-58,0.0013779550790786743,cycling_6
Sum of contribution of events > t,-59,0.27017446607351303,cycling_6
Sum of contribution of events ≤ t,-59,0.0012518391013145447,cycling_6
Sum of contribution of events > t,-60,0.27029095590114594,cycling_6
Sum of contribution of events ≤ t,-60,0.0011353492736816406,cycling_6
Sum of contribution of events > t,-61,0.2704015374183655,cycling_6
Sum of contribution of events ≤ t,-61,0.0010247677564620972,cycling_6
Sum of contribution of events > t,-62,0.27044373750686646,cycling_6
Sum of contribution of events ≤ t,-62,0.0009825676679611206,cycling_6
Sum of contribution of events > t,-63,0.27049528807401657,cycling_6
Sum of contribution of events ≤ t,-63,0.0009310171008110046,cycling_6
Sum of contribution of events > t,-64,0.270543172955513,cycling_6
Sum of contribution of events ≤ t,-64,0.0008831322193145752,cycling_6
Sum of contribution of events > t,-65,0.27062760293483734,cycling_6
Sum of contribution of events ≤ t,-65,0.0007987022399902344,cycling_6
Sum of contribution of events > t,-66,0.270732544362545,cycling_6
Sum of contribution of events ≤ t,-66,0.0006937608122825623,cycling_6
Sum of contribution of events > t,-67,0.2707959786057472,cycling_6
Sum of contribution of events ≤ t,-67,0.0006303265690803528,cycling_6
Sum of contribution of events > t,-68,0.270859532058239,cycling_6
Sum of contribution of events ≤ t,-68,0.0005667731165885925,cycling_6
Sum of contribution of events > t,-69,0.2708962485194206,cycling_6
Sum of contribution of events ≤ t,-69,0.0005300566554069519,cycling_6
Sum of contribution of events > t,-70,0.2709185779094696,cycling_6
Sum of contribution of events ≤ t,-70,0.0005077272653579712,cycling_6
Sum of contribution of events > t,-71,0.2709646001458168,cycling_6
Sum of contribution of events ≤ t,-71,0.0004617050290107727,cycling_6
Sum of contribution of events > t,-72,0.2709905058145523,cycling_6
Sum of contribution of events ≤ t,-72,0.00043579936027526855,cycling_6
Sum of contribution of events > t,-73,0.2710271179676056,cycling_6
Sum of contribution of events ≤ t,-73,0.00039918720722198486,cycling_6
Sum of contribution of events > t,-74,0.2710428982973099,cycling_6
Sum of contribution of events ≤ t,-74,0.0003834068775177002,cycling_6
Sum of contribution of events > t,-75,0.27106211334466934,cycling_6
Sum of contribution of events ≤ t,-75,0.00036419183015823364,cycling_6
Sum of contribution of events > t,-76,0.2711026594042778,cycling_6
Sum of contribution of events ≤ t,-76,0.00032364577054977417,cycling_6
Sum of contribution of events > t,-77,0.2711271271109581,cycling_6
Sum of contribution of events ≤ t,-77,0.0002991780638694763,cycling_6
Sum of contribution of events > t,-78,0.27115748822689056,cycling_6
Sum of contribution of events ≤ t,-78,0.0002688169479370117,cycling_6
Sum of contribution of events > t,-79,0.27117110043764114,cycling_6
Sum of contribution of events ≤ t,-79,0.0002552047371864319,cycling_6
Sum of contribution of events > t,-80,0.27119336277246475,cycling_6
Sum of contribution of events ≤ t,-80,0.00023294240236282349,cycling_6
Sum of contribution of events > t,-81,0.271226167678833,cycling_6
Sum of contribution of events ≤ t,-81,0.00020013749599456787,cycling_6
Sum of contribution of events > t,-82,0.27124641090631485,cycling_6
Sum of contribution of events ≤ t,-82,0.00017989426851272583,cycling_6
Sum of contribution of events > t,-83,0.27126478403806686,cycling_6
Sum of contribution of events ≤ t,-83,0.00016152113676071167,cycling_6
Sum of contribution of events > t,-84,0.2712753638625145,cycling_6
Sum of contribution of events ≤ t,-84,0.00015094131231307983,cycling_6
Sum of contribution of events > t,-85,0.2712816298007965,cycling_6
Sum of contribution of events ≤ t,-85,0.0001446753740310669,cycling_6
Sum of contribution of events > t,-86,0.27130670845508575,cycling_6
Sum of contribution of events ≤ t,-86,0.00011959671974182129,cycling_6
Sum of contribution of events > t,-87,0.27131487429142,cycling_6
Sum of contribution of events ≤ t,-87,0.00011143088340759277,cycling_6
Sum of contribution of events > t,-88,0.27131879329681396,cycling_6
Sum of contribution of events ≤ t,-88,0.00010751187801361084,cycling_6
Sum of contribution of events > t,-89,0.27132751047611237,cycling_6
Sum of contribution of events ≤ t,-89,9.879469871520996e-05,cycling_6
Sum of contribution of events > t,-90,0.2713342383503914,cycling_6
Sum of contribution of events ≤ t,-90,9.206682443618774e-05,cycling_6
Sum of contribution of events > t,-91,0.2713383138179779,cycling_6
Sum of contribution of events ≤ t,-91,8.799135684967041e-05,cycling_6
Sum of contribution of events > t,-92,0.2713443338871002,cycling_6
Sum of contribution of events ≤ t,-92,8.197128772735596e-05,cycling_6
Sum of contribution of events > t,-93,0.27134837955236435,cycling_6
Sum of contribution of events ≤ t,-93,7.792562246322632e-05,cycling_6
Sum of contribution of events > t,-94,0.27135469764471054,cycling_6
Sum of contribution of events ≤ t,-94,7.160753011703491e-05,cycling_6
Sum of contribution of events > t,-95,0.27136216312646866,cycling_6
Sum of contribution of events ≤ t,-95,6.414204835891724e-05,cycling_6
Sum of contribution of events > t,-96,0.27136611193418503,cycling_6
Sum of contribution of events ≤ t,-96,6.019324064254761e-05,cycling_6
Sum of contribution of events > t,-97,0.2713690251111984,cycling_6
Sum of contribution of events ≤ t,-97,5.728006362915039e-05,cycling_6
Sum of contribution of events > t,-98,0.2713743671774864,cycling_6
Sum of contribution of events ≤ t,-98,5.1937997341156006e-05,cycling_6
Sum of contribution of events > t,-99,0.27138060331344604,cycling_6
Sum of contribution of events ≤ t,-99,4.570186138153076e-05,cycling_6
Sum of contribution of events > t,-100,0.271384134888649,cycling_6
Sum of contribution of events ≤ t,-100,4.217028617858887e-05,cycling_6
Sum of contribution of events > t,-101,0.27138911932706833,cycling_6
Sum of contribution of events ≤ t,-101,3.7185847759246826e-05,cycling_6
Sum of contribution of events > t,-102,0.2713903412222862,cycling_6
Sum of contribution of events ≤ t,-102,3.596395254135132e-05,cycling_6
Sum of contribution of events > t,-103,0.2713933661580086,cycling_6
Sum of contribution of events ≤ t,-103,3.2939016819000244e-05,cycling_6
Sum of contribution of events > t,-104,0.27139758318662643,cycling_6
Sum of contribution of events ≤ t,-104,2.8721988201141357e-05,cycling_6
Sum of contribution of events > t,-105,0.27139846980571747,cycling_6
Sum of contribution of events ≤ t,-105,2.7835369110107422e-05,cycling_6
Sum of contribution of events > t,-106,0.2714015170931816,cycling_6
Sum of contribution of events ≤ t,-106,2.4788081645965576e-05,cycling_6
Sum of contribution of events > t,-107,0.27140315622091293,cycling_6
Sum of contribution of events ≤ t,-107,2.3148953914642334e-05,cycling_6
Sum of contribution of events > t,-108,0.2714041396975517,cycling_6
Sum of contribution of events ≤ t,-108,2.216547727584839e-05,cycling_6
Sum of contribution of events > t,-109,0.2714068591594696,cycling_6
Sum of contribution of events ≤ t,-109,1.944601535797119e-05,cycling_6
Sum of contribution of events > t,-110,0.27140864729881287,cycling_6
Sum of contribution of events ≤ t,-110,1.7657876014709473e-05,cycling_6
Sum of contribution of events > t,-111,0.27141012251377106,cycling_6
Sum of contribution of events ≤ t,-111,1.6182661056518555e-05,cycling_6
Sum of contribution of events > t,-112,0.27141212671995163,cycling_6
Sum of contribution of events ≤ t,-112,1.4178454875946045e-05,cycling_6
Sum of contribution of events > t,-113,0.27141210436820984,cycling_6
Sum of contribution of events ≤ t,-113,1.4200806617736816e-05,cycling_6
Sum of contribution of events > t,-114,0.27141333371400833,cycling_6
